Copies	kmer_multiplicity	Count	Assembly	ordering
592	2	87	274484	HiFi-only (pri)	5
593	2	88	260547	HiFi-only (pri)	5
594	2	89	247534	HiFi-only (pri)	5
595	2	90	234233	HiFi-only (pri)	5
596	2	91	223174	HiFi-only (pri)	5
597	2	92	211208	HiFi-only (pri)	5
598	2	93	200414	HiFi-only (pri)	5
599	2	94	189718	HiFi-only (pri)	5
600	2	95	180477	HiFi-only (pri)	5
601	2	96	171514	HiFi-only (pri)	5
602	2	97	162706	HiFi-only (pri)	5
603	2	98	155548	HiFi-only (pri)	5
604	2	99	148121	HiFi-only (pri)	5
605	2	100	141142	HiFi-only (pri)	5
606	2	101	135354	HiFi-only (pri)	5
607	2	102	129598	HiFi-only (pri)	5
608	2	103	124812	HiFi-only (pri)	5
609	2	104	119931	HiFi-only (pri)	5
610	2	105	115639	HiFi-only (pri)	5
611	2	106	111726	HiFi-only (pri)	5
612	2	107	108041	HiFi-only (pri)	5
613	2	108	104857	HiFi-only (pri)	5
614	2	109	101015	HiFi-only (pri)	5
615	2	110	97675	HiFi-only (pri)	5
616	2	111	95685	HiFi-only (pri)	5
617	2	112	92152	HiFi-only (pri)	5
618	2	113	90667	HiFi-only (pri)	5
619	2	114	88430	HiFi-only (pri)	5
620	2	115	85570	HiFi-only (pri)	5
621	2	116	84391	HiFi-only (pri)	5
622	2	117	82144	HiFi-only (pri)	5
623	2	118	80095	HiFi-only (pri)	5
624	2	119	77906	HiFi-only (pri)	5
625	2	120	76870	HiFi-only (pri)	5
626	2	121	74504	HiFi-only (pri)	5
627	2	122	73486	HiFi-only (pri)	5
628	2	123	72116	HiFi-only (pri)	5
629	2	124	70084	HiFi-only (pri)	5
630	2	125	69138	HiFi-only (pri)	5
631	2	126	67894	HiFi-only (pri)	5
632	2	127	66206	HiFi-only (pri)	5
633	2	128	65203	HiFi-only (pri)	5
634	2	129	62878	HiFi-only (pri)	5
635	2	130	62299	HiFi-only (pri)	5
636	2	131	60563	HiFi-only (pri)	5
637	2	132	60224	HiFi-only (pri)	5
638	2	133	59134	HiFi-only (pri)	5
639	2	134	57490	HiFi-only (pri)	5
640	2	135	55846	HiFi-only (pri)	5
641	2	136	54844	HiFi-only (pri)	5
642	2	137	53557	HiFi-only (pri)	5
643	2	138	52258	HiFi-only (pri)	5
644	2	139	51148	HiFi-only (pri)	5
645	2	140	50228	HiFi-only (pri)	5
646	2	141	48963	HiFi-only (pri)	5
647	2	142	47745	HiFi-only (pri)	5
648	2	143	46987	HiFi-only (pri)	5
649	2	144	45932	HiFi-only (pri)	5
650	2	145	44724	HiFi-only (pri)	5
651	2	146	43101	HiFi-only (pri)	5
652	2	147	42055	HiFi-only (pri)	5
653	2	148	40762	HiFi-only (pri)	5
654	2	149	39916	HiFi-only (pri)	5
655	2	150	38596	HiFi-only (pri)	5
